Unnamed: 0,retirobaixo,tresmarias,queimado,peixeangelical,serradamesa,sobradinho,itaparica,tucurui,pamx,xingo,canabrava,saosalvador,estreito,lajeado
55,241.59,19368.71264581577,557.0,2741.0,53164.60172688094,30878.862819558133,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
56,241.59,19070.75545583048,557.0,2741.0,52284.77214073533,27921.72424192581,10782.0,50113.73644094029,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
57,241.59,18938.043379761497,557.0,2741.0,51909.15163239323,25143.93203683166,10782.0,49670.882254738615,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
58,241.59,18939.93430007984,557.0,2741.0,52602.84464117458,23695.452082143693,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
59,241.59,19528.0,557.0,2741.0,54400.0,28087.27392997488,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
60,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
61,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
62,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
63,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
64,241.59,19463.06696433131,557.0,2741.0,54096.771024326896,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
65,241.59,19120.94832967556,557.0,2741.0,53328.19293277829,33409.027210817745,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
66,241.59,18679.974006207485,557.0,2741.0,52274.94182994941,31232.171733304072,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
67,241.59,18185.22930492519,557.0,2741.0,51087.11482613118,28167.060271550683,10782.0,49744.23751691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
68,241.59,17861.496024498905,557.0,2741.0,50021.33532433754,24770.190219839737,10782.0,46364.31112077264,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
69,241.59,17495.11463549017,557.0,2741.0,49030.60721480157,21559.635734146785,10782.0,43251.650472952184,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
70,241.59,18190.535572385525,557.0,2741.0,48672.76979176701,21281.936954428948,10782.0,43399.19098796588,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
71,241.59,19371.457978444232,557.0,2741.0,48941.93785704839,26098.16580653284,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
72,241.59,19528.0,557.0,2741.0,49624.6654348055,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
73,241.59,19528.0,557.0,2741.0,50913.92683471157,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
74,241.59,19528.0,557.0,2741.0,52133.44025261309,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
75,241.59,19528.0,557.0,2741.0,52831.046922382,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
76,241.59,19528.0,557.0,2741.0,52321.14644827209,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
77,241.59,19426.76082033131,557.0,2741.0,51304.53848715287,33808.19521081775,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
78,241.59,19143.003905316946,557.0,2741.0,50033.61203707325,31996.86127264893,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
79,241.59,18727.547283727792,557.0,2741.0,48639.7212376499,29189.187381115407,10782.0,47580.09031691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
80,241.59,18236.64804853152,550.7968422142803,2741.0,47191.87699622961,25869.818265456848,10782.0,41341.030197095504,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
81,241.59,18359.77327568224,557.0,2741.0,46762.673800337965,22719.37606943776,10782.0,36125.29369699994,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
82,241.59,19528.0,557.0,2741.0,47490.9412538892,24482.53153452154,10782.0,39238.61707105547,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
83,241.59,19528.0,557.0,2741.0,49952.1448260546,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
84,241.59,19528.0,557.0,2741.0,51927.82724025578,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
85,241.59,19528.0,557.0,2741.0,54000.42260310008,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
86,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
87,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
88,241.59,19528.0,557.0,2741.0,53545.02062432689,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
89,241.59,19504.52082033131,557.0,2741.0,52487.20443795448,33717.47521081775,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
90,241.59,19295.557434839506,551.0661806312448,2741.0,51216.26620947593,31709.480582063537,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
91,241.59,19061.889663655773,539.7060034332753,2741.0,49822.15349451888,28899.706416966863,10782.0,47572.05511691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
92,241.59,18764.62113933869,523.4148383090318,2741.0,48539.55083054687,25732.193633862305,10782.0,42654.92395062879,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
93,241.59,18699.371429388186,536.0654151548573,2741.0,47508.288239247966,22569.225873399064,10782.0,37490.842558899865,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
94,241.59,19528.0,557.0,2741.0,46843.78206880379,22114.592034920464,10782.0,35495.371325050604,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
95,241.59,19528.0,557.0,2741.0,47778.9014709888,27536.806617989147,10782.0,43236.886857404614,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
96,241.59,19528.0,557.0,2741.0,51274.764805228464,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
97,241.59,19528.0,557.0,2741.0,54344.20983029521,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
98,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
99,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
100,241.59,19528.0,557.0,2741.0,53968.20782432689,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
101,241.59,19525.25682033131,557.0,2741.0,53148.03909153057,33300.16321081775,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
102,241.59,19391.235142175225,557.0,2741.0,52138.0605902359,31165.329760582543,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
103,241.59,19119.85750850497,557.0,2741.0,50848.79645730528,28372.10905448989,10782.0,48142.55431691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
104,241.59,18780.985480242864,557.0,2741.0,49775.90303535775,25164.925955086776,10782.0,43621.36158617721,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
105,241.59,18838.915058475388,557.0,2741.0,49594.43751822055,23010.235523188367,10782.0,42237.7528894959,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
106,241.59,18967.91179321954,557.0,2741.0,50205.34605323456,21202.5138013914,10782.0,45326.59239162141,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
107,241.59,19528.0,557.0,2741.0,50909.652205604914,23296.542865062383,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
108,241.59,19528.0,557.0,2741.0,54167.60779015748,31410.2534059309,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
109,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
110,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
111,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
112,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
113,241.59,19291.97682033131,557.0,2741.0,54400.0,33709.69921081775,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
114,241.59,18917.50768617589,557.0,2741.0,54129.00350361127,31782.18863775437,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
115,241.59,18462.38897359208,557.0,2741.0,53549.82194768208,29029.83908574308,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
116,241.59,18003.21476898223,557.0,2741.0,53171.73342511465,25613.07486761935,10782.0,49465.73644094029,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
117,241.59,17799.9730823039,557.0,2741.0,52958.05392095734,22485.31435818814,10782.0,49457.81677574238,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
118,241.59,19528.0,557.0,2741.0,53614.18620824015,23587.868553745848,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
119,241.59,19528.0,557.0,2741.0,54400.0,31217.505918918185,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
120,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
121,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
122,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
123,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
124,241.59,19528.0,557.0,2741.0,53973.56462432689,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
125,241.59,19481.19282033131,557.0,2741.0,53223.36951390332,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
126,241.59,19312.46575974288,557.0,2741.0,52248.035500635466,32813.68764423972,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
127,241.59,18952.87553442292,557.0,2741.0,51022.77818951123,30589.03368256659,10782.0,48940.71751691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
128,241.59,18604.01590489325,557.0,2741.0,49985.68959145439,27553.18768245454,10782.0,44695.971274647294,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
129,241.59,18485.46563080116,557.0,2741.0,49471.7727590155,24940.36157771529,10782.0,42041.18985310007,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
130,241.59,18531.87185380761,557.0,2741.0,49546.28152364219,24771.944388711177,10782.0,49796.00845991935,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
131,241.59,19528.0,557.0,2741.0,50216.389980571264,28417.516028818933,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
132,241.59,19528.0,557.0,2741.0,51522.28520301591,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
133,241.59,19528.0,557.0,2741.0,54340.08077908645,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
134,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
135,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
136,241.59,19528.0,557.0,2741.0,53914.63982432689,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
137,241.59,19364.552820331308,557.0,2741.0,53068.65480945024,34049.25121081775,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
138,241.59,19038.10402056856,557.0,2741.0,51954.402581880975,32418.630410756352,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
139,241.59,18598.77977297373,557.0,2741.0,50668.27478661896,29819.171669077245,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
140,241.59,18227.413081014616,557.0,2741.0,50194.63377882641,26806.55181643861,10782.0,47749.832440940285,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
141,241.59,18109.49799609212,557.0,2741.0,49827.70000595448,24713.985147309468,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
142,241.59,19364.15845357684,557.0,2741.0,50321.6939290987,26116.47005707416,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
143,241.59,19528.0,557.0,2741.0,53230.21321970371,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
144,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
145,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
146,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
147,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
148,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
149,241.59,19528.0,557.0,2741.0,54068.87927120928,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
150,241.59,19528.0,557.0,2741.0,53348.69453197416,33753.806044239725,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
151,241.59,19505.41372492187,557.0,2741.0,52377.78794944032,32211.28860785041,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
152,241.59,19347.12412049745,557.0,2741.0,51440.58146401539,29831.638890567345,10782.0,49159.88044094029,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
153,241.59,19425.56229708508,557.0,2741.0,51058.28051577466,27847.15027609608,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
154,241.59,19528.0,557.0,2741.0,52154.75269922418,28996.475385125865,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
155,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
156,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
157,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
158,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
159,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
160,241.59,19528.0,557.0,2741.0,53882.49902432689,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
161,241.59,19418.98482033131,557.0,2741.0,53148.03218952549,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
162,241.59,19183.459363469963,557.0,2741.0,52076.45050422825,32934.215644239724,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
163,241.59,18826.836308835576,557.0,2741.0,50835.5513211806,30755.264960651024,10782.0,48265.76071691977,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
164,241.59,18379.77084198139,557.0,2741.0,49498.31064678521,27922.86482211948,10782.0,43894.765830223594,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
165,241.59,18017.863196410417,557.0,2741.0,48896.77183519164,24831.66999913924,10782.0,37338.75919757853,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
166,241.59,18137.321520522528,557.0,2741.0,48686.83524736329,24616.56615408738,10782.0,38578.38806917009,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
167,241.59,19528.0,557.0,2741.0,50584.4573442519,32371.45676163486,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
168,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
169,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
170,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
171,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
172,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
173,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
174,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
175,241.59,19510.77052492187,557.0,2741.0,54104.027328892334,34055.10033496161,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
176,241.59,19362.83723710359,557.0,2741.0,53584.36465249294,32701.674078310883,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
177,241.59,19376.968941410712,557.0,2741.0,54162.81375523208,32203.84995555217,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
178,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
179,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
180,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
181,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
182,241.59,19528.0,557.0,2741.0,54400.0,34116.0,10782.0,50275.0,1226.0,3800.0,2300.0,952.0,5400.0,4940.0
